Compacidad,Tolerancia,Disimilitud,Balance,init_cross
302.0,68.0,0.3477643135597201,0.0024473165386679967,random_dense+1P
321.0,77.0,0.3706032787609642,0.003108997149793342,random_dense+1P
317.0,67.0,0.3847965187820212,0.0032916306188446407,random_dense+1P
355.0,83.0,0.3692038757366896,0.003114734914359162,random_dense+1P
282.0,63.0,0.34667836124943413,0.0024798236623592386,random_dense+1P
270.0,64.0,0.3803946677173628,0.003559669218665192,random_dense+1P
274.0,64.0,0.37104299321840867,0.0031015025237012203,random_dense+1P
300.0,71.0,0.369943853427896,0.003132985421242505,random_dense+1P
326.0,71.0,0.38902395248662053,0.0036024658355662256,random_dense+1P
251.0,51.0,0.3660252606594897,0.0029717756509391883,random_dense+1P
313.0,67.0,0.36709208528765325,0.0025688188089869166,random_dense+1P
255.0,57.0,0.3802461410095953,0.0034807457602260526,random_dense+1P
251.0,54.0,0.35563420078551045,0.002891675267926705,random_dense+1P
297.0,65.0,0.3575679967523939,0.0024775429993744305,random_dense+1P
328.0,78.0,0.38065429856426225,0.003486539662067532,random_dense+1P
260.0,51.0,0.3591175668303328,0.002756739461854244,random_dense+1P
327.0,77.0,0.36028965233044874,0.002766005497759037,random_dense+1P
320.0,73.0,0.3727338209219858,0.002787833182386351,random_dense+1P
272.0,58.0,0.3809221161869003,0.003181109362557756,random_dense+1P
277.0,58.0,0.38644161097882584,0.0035710764819420174,random_dense+1P
370.0,77.0,0.33533400421698295,0.002305255251351456,random_dense+1P
284.0,55.0,0.34214863649985017,0.002368777697843729,random_dense+1P
340.0,69.0,0.3359016478931999,0.002172130538892835,random_dense+1P
252.0,54.0,0.3762418383429022,0.0032021427788036898,random_dense+1P
358.0,79.0,0.3565167003447046,0.0025677985856848834,random_dense+1P
368.0,84.0,0.3558963536848597,0.002869598938493524,random_dense+1P
330.0,74.0,0.3669917257683215,0.0026080275709225585,random_dense+1P
379.0,86.0,0.36492308987817884,0.003023084648082819,random_dense+1P
341.0,77.0,0.3873437532497244,0.0034924492880863997,random_dense+1P
337.0,73.0,0.37511837868552306,0.002875324441023371,random_dense+1P
294.0,67.0,0.38012917933130697,0.0031534516272225823,random_dense+1P
327.0,65.0,0.35128613876417897,0.0023184097205755016,random_dense+1P
348.0,79.0,0.36809122034727315,0.0028664014147156184,random_dense+1P
278.0,64.0,0.38690430634216033,0.003910097320774222,random_dense+1P
299.0,61.0,0.3772296544035675,0.00289380719227627,random_dense+1P
275.0,54.0,0.35356544165054804,0.0025503319960375765,random_dense+1P
253.0,56.0,0.3709773498163877,0.003196857905150412,random_dense+1P
301.0,71.0,0.35890412572748054,0.002830340896708836,random_dense+1P
279.0,64.0,0.35708203055492005,0.0028209682488958315,random_dense+1P
296.0,71.0,0.38239469522714203,0.0035729004293813156,random_dense+1P
296.0,66.0,0.37003426298639064,0.0028252208781746487,random_dense+1P
326.0,71.0,0.38066451290083975,0.0032261481078587713,random_dense+1P
341.0,76.0,0.34604885505709115,0.002422315934398551,random_dense+1P
295.0,59.0,0.36681993028008175,0.0026515202162866207,random_dense+1P
301.0,70.0,0.3920059612167479,0.003868522232273463,random_dense+1P
345.0,79.0,0.3796150683523487,0.0031455620232021027,random_dense+1P
301.0,64.0,0.3888751443179944,0.0036138209938120897,random_dense+1P
322.0,65.0,0.3771584952204749,0.002929767645392176,random_dense+1P
302.0,63.0,0.34215454887041474,0.002265570918408219,random_dense+1P
272.0,57.0,0.36882040050062576,0.0029257944115454156,random_dense+1P
272.0,54.0,0.3763395650813517,0.002980964248888125,random_dense+1P
326.0,72.0,0.3567256232867772,0.0024818912685830915,random_dense+1P
